State,Agency type,Agency name,Race,Religion,"Sexual
orientation",Ethnicity,Disability,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
South Carolina,,West Columbia,1,0,0,0,0,1,0,0,0,"15,610"
South Carolina,,Williamston,1,0,0,0,0,1,0,0,0,"4,002"
South Carolina,,Winnsboro,0,8,0,0,0,2,1,3,2,"3,527"
South Carolina,,York,1,0,0,0,0,0,0,1,0,"7,963"
South Carolina,Universities and Colleges,,1,0,1,0,0,,,,,
South Carolina,,The Citadel,1,0,0,0,0,0,0,1,0,"3,390"
South Carolina,,"University of South Carolina, Upstate",0,0,1,0,0,1,0,0,0,"5,493"
South Carolina,Metropolitan Counties,,11,4,6,5,3,,,,,
South Carolina,,Anderson,0,1,0,1,0,0,1,1,0,
South Carolina,,Berkeley,0,0,0,1,1,0,1,0,1,
South Carolina,,Fairfield,0,0,0,1,0,0,1,0,0,
South Carolina,,Greenville,0,0,1,1,0,1,0,0,1,
South Carolina,,Horry County Police Department,1,1,1,0,0,0,1,1,1,
South Carolina,,Lancaster,1,0,1,0,0,2,0,0,0,
South Carolina,,Lexington,2,0,0,0,1,2,1,0,0,
South Carolina,,Pickens,3,0,0,0,0,1,1,0,1,
South Carolina,,Richland,1,0,1,0,1,0,1,2,0,
South Carolina,,Saluda,0,0,0,1,0,0,1,0,0,
South Carolina,,Spartanburg,2,2,1,0,0,2,3,0,0,
South Carolina,,Sumter,1,0,1,0,0,1,0,1,0,
South Carolina,Nonmetropolitan Counties,,15,18,0,0,1,,,,,
South Carolina,,Abbeville,2,15,0,0,0,1,7,6,3,
South Carolina,,Clarendon,2,0,0,0,0,2,0,0,0,
South Carolina,,Colleton,2,2,0,0,0,2,0,0,2,
South Carolina,,Georgetown,1,1,0,0,0,0,1,0,1,
South Carolina,,Greenwood,1,0,0,0,0,0,0,0,1,
South Carolina,,Hampton,3,0,0,0,0,2,1,0,0,
South Carolina,,Lee,2,0,0,0,1,0,1,1,1,
South Carolina,,Marion,1,0,0,0,0,0,0,0,1,
South Carolina,,Marlboro,1,0,0,0,0,0,0,0,1,
South Carolina,State Police Agencies,,2,0,0,0,0,,,,,
South Carolina,,Highway Patrol:,,,,,,,,,,
South Carolina,,Florence County,1,0,0,0,0,1,0,0,0,
South Carolina,,Greenwood County,1,0,0,0,0,1,0,0,0,
South Carolina,Other Agencies,,1,0,0,0,0,,,,,
South Carolina,,Lexington County Medical Center,1,0,0,0,0,0,0,0,1,
South Dakota,Total,,20,4,3,2,0,,,,,
South Dakota,Cities,,19,4,3,2,0,,,,,
South Dakota,,Martin,1,0,1,0,0,1,0,1,0,"1,086"
South Dakota,,Rapid City,6,0,0,0,0,0,1,3,2,"69,979"
South Dakota,,Sioux Falls,8,4,2,1,0,5,3,6,1,"158,354"
South Dakota,,Sturgis,0,0,0,1,0,0,0,1,0,"6,731"
South Dakota,,Tea,1,0,0,0,0,0,0,1,0,"4,021"
South Dakota,,Watertown,3,0,0,0,0,0,2,1,0,"21,902"
South Dakota,Metropolitan Counties,,1,0,0,0,0,,,,,
South Dakota,,Minnehaha,1,0,0,0,0,1,0,0,0,
Tennessee,Total,,183,20,55,36,22,,,,,
Tennessee,Cities,,127,17,48,20,17,,,,,
Tennessee,,Alcoa,0,0,1,0,0,0,0,0,1,"8,587"
Tennessee,,Ardmore,1,0,0,0,0,1,0,0,0,"1,219"
Tennessee,,Atoka,0,0,0,1,0,0,0,0,1,"8,488"
Tennessee,,Baxter,1,0,0,0,1,1,1,0,0,"1,388"
Tennessee,,Bells,0,0,0,0,1,0,1,0,0,"2,452"
Tennessee,,Bluff City,0,0,0,1,0,0,0,0,1,"1,753"
Tennessee,,Brighton,1,0,0,0,0,0,0,0,1,"2,769"
Tennessee,,Chapel Hill,0,0,0,0,1,1,0,0,0,"1,470"
Tennessee,,Chattanooga,8,6,2,1,3,3,5,8,4,"171,541"
Tennessee,,Clarksville,3,1,1,0,1,1,4,1,0,"137,356"
Tennessee,,Cleveland,1,0,1,0,0,1,0,0,1,"42,068"
Tennessee,,Columbia,0,0,1,0,0,1,0,0,0,"35,203"
Tennessee,,Dyersburg,5,0,2,0,0,3,1,1,2,"17,223"
Tennessee,,Elkton,1,0,0,1,0,0,0,0,2,581
Tennessee,,Franklin,1,0,0,0,0,1,0,0,0,"64,848"
Tennessee,,Goodlettsville,0,2,0,0,0,0,1,0,1,"16,310"
Tennessee,,Hendersonville,1,0,0,0,0,0,0,1,0,"52,781"
Tennessee,,Jackson,0,0,1,0,0,0,1,0,0,"65,725"
Tennessee,,Jamestown,29,0,1,0,0,5,11,5,9,"1,982"
Tennessee,,Johnson City,4,0,3,0,0,2,2,2,0,"64,342"
Tennessee,,Kingsport,2,0,1,0,1,2,1,1,0,"49,639"
Tennessee,,Knoxville,13,1,3,6,2,3,5,13,4,"182,254"
Tennessee,,La Follette,0,0,0,1,0,0,1,0,0,"7,481"
Tennessee,,Lexington,1,0,0,0,0,0,0,1,0,"7,755"
Tennessee,,Lebanon,0,0,1,0,0,1,0,0,0,"26,991"
Tennessee,,Lenoir City,1,0,1,0,0,0,1,1,0,"8,836"
Tennessee,,Lookout Mountain,0,0,1,0,0,0,0,0,1,"1,871"
Tennessee,,Mason,0,0,0,1,0,0,0,1,0,"1,626"
Tennessee,,Memphis,27,4,21,5,4,11,15,16,19,"657,436"
Tennessee,,Milan,1,1,0,0,0,1,0,0,1,"7,955"
Tennessee,,Millington,0,0,0,0,2,1,1,0,0,"10,342"
Tennessee,,Morristown,0,0,0,1,0,1,0,0,0,"29,617"
Tennessee,,Murfreesboro,1,0,1,0,0,0,1,0,1,"112,247"
Tennessee,,Nashville,7,1,1,1,0,0,1,3,6,"620,886"
Tennessee,,Pigeon Forge,0,0,1,0,0,1,0,0,0,"6,024"
Tennessee,,Pikeville,9,0,0,0,0,0,0,2,7,"1,619"
Tennessee,,Red Bank,1,1,0,0,0,0,1,0,1,"11,906"
Tennessee,,Sevierville,1,0,0,1,0,0,0,1,1,"15,161"
Tennessee,,Sharon,1,0,0,0,0,0,0,1,0,950
Tennessee,,Smyrna,1,0,0,0,0,0,1,0,0,"41,284"
Tennessee,,Soddy-Daisy,0,0,1,0,0,0,0,0,1,"12,989"
Tennessee,,South Carthage,0,0,1,0,0,0,0,1,0,"1,332"
Tennessee,,Spring Hill,2,0,1,0,1,1,0,1,2,"29,981"
Tennessee,,Union City,0,0,1,0,0,0,1,0,0,"10,978"
Tennessee,,White House,2,0,0,0,0,1,0,0,1,"10,505"
Tennessee,,Winchester,1,0,0,0,0,1,0,0,0,"8,272"
Tennessee,Universities and Colleges,,4,0,0,1,0,,,,,
Tennessee,,Middle Tennessee State University,1,0,0,0,0,1,0,0,0,"26,442"
Tennessee,,Vanderbilt University,1,0,0,0,0,1,0,0,0,"12,836"
Tennessee,,University of Tennessee:,,,,,,,,,,
Tennessee,,Health Science Center,1,0,0,0,0,0,0,0,1,
Tennessee,,Knoxville,1,0,0,1,0,0,2,0,0,"30,194"
Tennessee,Metropolitan Counties,,32,0,7,7,2,,,,,
Tennessee,,Blount,4,0,0,0,0,1,1,1,1,
Tennessee,,Campbell,0,0,0,1,0,0,0,1,0,
Tennessee,,Cheatham,1,0,0,0,0,0,0,0,1,
Tennessee,,Grainger,0,0,0,1,0,0,0,1,0,
Tennessee,,Hamilton,1,0,4,0,0,2,2,1,0,
Tennessee,,Knox,2,0,0,0,0,1,0,0,1,
Tennessee,,Loudon,0,0,1,0,0,0,0,1,0,
Tennessee,,Montgomery,2,0,0,0,0,0,1,0,1,
Tennessee,,Robertson,3,0,0,0,0,0,1,1,1,
Tennessee,,Rutherford,1,0,0,0,0,0,1,0,0,
Tennessee,,Shelby,10,0,1,3,2,4,3,6,3,
Tennessee,,Sullivan,1,0,0,2,0,1,0,1,1,
Tennessee,,Sumner,1,0,0,0,0,1,0,0,0,
Tennessee,,Tipton,2,0,0,0,0,1,0,0,1,
Tennessee,,Washington,1,0,1,0,0,0,1,1,0,
Tennessee,,Williamson,1,0,0,0,0,1,0,0,0,
Tennessee,,Wilson,2,0,0,0,0,0,0,0,2,
Tennessee,Nonmetropolitan Counties,,20,1,0,5,3,,,,,
Tennessee,,Bledsoe,0,0,0,2,0,0,0,0,2,
Tennessee,,Carroll,0,0,0,0,2,0,1,1,0,
Tennessee,,Claiborne,1,0,0,0,0,1,0,0,0,
Tennessee,,Giles,2,0,0,0,0,0,2,0,0,
Tennessee,,Haywood,0,0,0,0,1,0,1,0,0,
Tennessee,,Lauderdale,0,1,0,0,0,0,0,1,0,
Tennessee,,Lawrence,1,0,0,0,0,0,1,0,0,
Tennessee,,Moore,1,0,0,0,0,1,0,0,0,
Tennessee,,Rhea,0,0,0,1,0,0,1,0,0,
Tennessee,,Scott,15,0,0,1,0,2,8,3,3,
Tennessee,,Van Buren,0,0,0,1,0,0,1,0,0,
Tennessee,Other Agencies,,0,2,0,3,0,,,,,
Tennessee,,Department of Safety,0,0,0,1,0,0,0,0,1,
Tennessee,,"Drug Task Force, 23rd Judicial District",0,2,0,2,0,2,0,0,2,
Texas,Total,,70,23,55,27,0,,,,,
Texas,Cities,,60,21,50,25,0,,,,,
Texas,,Allen,1,0,0,0,0,0,1,0,0,"88,783"
Texas,,Amarillo,1,0,0,0,0,1,0,0,0,"196,576"
Texas,,Arlington,0,1,1,0,0,0,2,0,0,"379,295"
Texas,,Austin,3,2,1,0,0,2,0,0,4,"832,901"
Texas,,Bay City,0,0,1,0,0,0,0,1,0,"17,928"
Texas,,Bedford,1,0,0,0,0,0,1,0,0,"48,763"
Texas,,Burkburnett,1,0,0,0,0,1,0,0,0,"10,901"
Texas,,Burleson,0,0,1,0,0,0,1,0,0,"37,774"
Texas,,Center,0,0,0,1,0,1,0,0,0,"5,307"
Texas,,Commerce,1,1,0,0,0,0,1,1,0,"8,229"
Texas,,Copperas Cove,1,0,0,0,0,0,0,1,0,"33,009"
Texas,,Corpus Christi,2,0,1,1,0,1,1,2,0,"312,565"
Texas,,Dallas,7,5,10,8,0,3,13,12,2,"1,241,549"
Texas,,Denison,2,0,0,1,0,0,1,2,0,"23,125"
Texas,,Denton,2,0,0,0,0,0,1,1,0,"118,942"
Texas,,El Paso,0,0,3,1,0,2,0,2,0,"675,536"
Texas,,Everman,0,0,1,0,0,0,0,0,1,"6,342"
Texas,,Forney,1,0,0,0,0,0,0,1,0,"15,174"
Texas,,Fort Worth,10,1,3,0,0,3,4,3,4,"770,101"
Texas,,Garland,1,0,0,0,0,0,1,0,0,"234,984"
Texas,,Gladewater,0,0,1,0,0,0,0,1,0,"6,612"
Texas,,Greenville,0,0,1,0,0,0,0,1,0,"26,061"
Texas,,Hickory Creek,0,0,1,0,0,0,0,1,0,"3,414"
Texas,,Houston,4,1,4,4,0,4,2,4,3,"2,177,273"
Texas,,Kilgore,1,0,0,0,0,1,0,0,0,"13,306"
Texas,,Kyle,2,0,0,0,0,0,0,2,0,"29,732"
Texas,,Lake Jackson,1,0,0,0,0,0,0,1,0,"27,862"
Texas,,Lancaster,1,0,0,1,0,2,0,0,0,"37,653"
Texas,,Lewisville,0,0,4,4,0,2,2,4,0,"100,216"
Texas,,Longview,2,0,0,0,0,1,1,0,0,"82,554"
Texas,,McKinney,3,0,3,0,0,2,2,2,0,"138,105"
Texas,,Missouri City,1,0,0,0,0,0,0,1,0,"70,819"
Texas,,North Richland Hills,1,0,0,0,0,0,0,0,1,"65,750"
Texas,,Pearland,1,1,0,1,0,1,1,1,0,"94,702"
Texas,,Plano,0,1,1,2,0,0,3,0,1,"273,816"
Texas,,Richwood,1,0,0,0,0,0,1,0,0,"3,642"
Texas,,Round Rock,0,2,0,0,0,0,2,0,0,"106,232"
Texas,,Rowlett,0,0,1,0,0,0,0,0,1,"58,324"
Texas,,San Angelo,0,1,1,0,0,0,0,0,2,"95,960"
Texas,,San Antonio,5,5,6,1,0,1,5,4,7,"1,380,123"
Texas,,Socorro,1,0,0,0,0,0,0,0,1,"33,326"
Texas,,Temple,0,0,1,0,0,0,0,0,1,"68,194"
Texas,,Tyler,0,0,1,0,0,0,1,0,0,"100,040"
Texas,,University Park,1,0,0,0,0,0,0,1,0,"23,842"
Texas,,Wichita Falls,1,0,2,0,0,0,2,0,1,"105,488"
Texas,,Wolfe City,0,0,1,0,0,0,0,1,0,"1,440"
Texas,Universities and Colleges,,2,1,3,0,0,,,,,
Texas,,Angelo State University,1,0,0,0,0,0,0,0,1,"7,084"
Texas,,Southern Methodist University,0,1,0,0,0,1,0,0,0,"10,982"
Texas,,Sul Ross State University,0,0,1,0,0,0,0,1,0,"2,940"
Texas,,"Texas A&M University, Commerce",0,0,1,0,0,0,0,0,1,"11,417"
Texas,,Texas Christian University,1,0,0,0,0,0,1,0,0,"9,518"
Texas,,"University of Texas, Austin",0,0,1,0,0,0,0,1,0,"51,112"
Texas,Metropolitan Counties,,7,1,2,2,0,,,,,
Texas,,Bexar,1,0,0,0,0,1,0,0,0,
Texas,,Brazos,0,0,1,0,0,0,1,0,0,
Texas,,Fort Bend,0,0,0,1,0,0,0,1,0,
Texas,,Hunt,0,0,0,1,0,0,0,0,1,
Texas,,Kaufman,2,0,0,0,0,0,2,0,0,
Texas,,Lubbock,2,0,0,0,0,0,0,0,2,
Texas,,Randall,1,1,0,0,0,1,0,1,0,
Texas,,Williamson,1,0,1,0,0,1,1,0,0,
Texas,Nonmetropolitan Counties,,1,0,0,0,0,,,,,
Texas,,Oldham,1,0,0,0,0,0,1,0,0,
Utah,Total,,51,26,9,13,3,,,,,
Utah,Cities,,31,19,6,10,0,,,,,
Utah,,Bountiful,5,2,1,0,0,1,2,1,4,"43,888"
Utah,,Brigham City,1,0,0,1,0,1,0,1,0,"18,255"
Utah,,Centerville,2,0,0,0,0,0,1,1,0,"15,807"
Utah,,Clinton,0,0,1,0,0,0,0,1,0,"21,064"
Utah,,Draper,3,5,2,0,0,7,0,3,0,"43,600"
Utah,,Helper,1,0,0,0,0,0,0,0,1,"2,219"
Utah,,Hurricane,1,0,0,1,0,1,0,0,1,"14,284"
Utah,,Kanab,0,1,0,0,0,0,0,0,1,"4,450"
Utah,,Kaysville,1,0,0,0,0,0,0,1,0,"28,153"
Utah,,Logan,1,0,0,0,0,0,0,1,0,"49,672"
Utah,,Murray,3,0,0,0,0,1,1,1,0,"48,276"
Utah,,North Salt Lake,0,1,0,1,0,1,0,1,0,"16,831"
Utah,,Pleasant Grove,0,0,1,0,0,0,0,1,0,"34,900"
Utah,,Price,3,0,0,0,0,2,0,0,1,"8,799"
Utah,,Provo,1,1,0,0,0,0,1,1,0,"116,879"
Utah,,Salt Lake City,1,1,0,0,0,0,0,0,2,"192,465"
Utah,,South Jordan,1,0,0,1,0,0,1,1,0,"52,071"
Utah,,South Salt Lake,0,1,0,1,0,0,0,2,0,"24,340"
Utah,,St. George,0,0,0,1,0,0,1,0,0,"75,780"
Utah,,Syracuse,0,1,0,0,0,0,1,0,0,"25,090"
Utah,,Tooele,2,1,0,0,0,1,0,0,2,"32,641"
Utah,,Tremonton,0,0,1,2,0,0,1,1,1,"7,799"
Utah,,West Bountiful,0,1,0,1,0,0,2,0,0,"5,429"
Utah,,West Jordan,3,1,0,0,0,1,3,0,0,"107,103"
Utah,,West Valley,2,2,0,0,0,0,1,2,1,"133,725"
Utah,,Willard,0,1,0,0,0,0,0,0,1,"1,806"
Utah,,Woods Cross,0,0,0,1,0,0,1,0,0,"10,066"
Utah,Universities and Colleges,,1,0,1,0,0,,,,,
Utah,,Utah State University,1,0,1,0,0,1,1,0,0,"26,757"
Utah,Metropolitan Counties,,6,7,1,0,0,,,,,
Utah,,Davis,1,0,0,0,0,0,0,0,1,
Utah,,Salt Lake County Unified Police Department,4,6,1,0,0,2,4,2,3,
Utah,,Tooele,0,1,0,0,0,1,0,0,0,
Utah,,Washington,1,0,0,0,0,0,1,0,0,
Utah,Nonmetropolitan Counties,,0,0,1,0,1,,,,,
Utah,,Daggett,0,0,0,0,1,0,1,0,0,
Utah,,Summit,0,0,1,0,0,0,0,0,1,
Utah,State Police Agencies,,10,0,0,2,2,,,,,
Utah,,Utah Highway Patrol,10,0,0,2,2,3,6,2,3,
Utah,Other Agencies,,3,0,0,1,0,,,,,
Utah,,Utah Transit Authority,3,0,0,1,0,1,0,2,1,
Vermont,Total,,6,2,4,0,0,,,,,
Vermont,Cities,,6,2,4,0,0,, ,,,
Vermont,,Burlington,4,1,0,0,0,0,1,3,1,"42,616"
Vermont,,Dover,0,0,1,0,0,1,0,0,0,"1,116"
Vermont,,Fair Haven,0,0,2,0,0,0,0,2,0,"2,716"
Vermont,,Morristown,0,0,1,0,0,0,1,0,0,"5,273"
Vermont,,South Burlington,2,0,0,0,0,0,0,0,2,"18,005"
Vermont,,Winooski,0,1,0,0,0,1,0,0,0,"7,307"
Virginia,Total,,79,24,26,5,0,,,,,
Virginia,Cities,,32,4,13,2,0,,,,,
Virginia,,Blacksburg,1,0,0,0,0,0,0,0,1,"43,070"
Virginia,,Blackstone,2,0,0,0,0,0,1,1,0,"3,656"
Virginia,,Chesapeake,8,1,1,0,0,4,2,3,1,"227,531"
Virginia,,Christiansburg,1,0,0,0,0,0,0,1,0,"21,262"
Virginia,,Colonial Heights,1,0,0,0,0,0,1,0,0,"17,632"
Virginia,,Emporia,1,0,0,0,0,0,1,0,0,"5,936"
Virginia,,Front Royal,3,0,0,0,0,0,1,1,1,"14,718"
Virginia,,Galax,1,0,0,0,0,0,1,0,0,"7,060"
Virginia,,Harrisonburg,1,2,0,0,0,1,0,2,0,"50,524"
Virginia,,Herndon,1,0,0,0,0,0,0,0,1,"23,966"
Virginia,,Lynchburg,1,0,1,0,0,0,0,0,2,"77,347"
Virginia,,Manassas,0,0,3,1,0,0,1,3,0,"39,733"
Virginia,,Newport News,1,1,0,0,0,1,0,1,0,"181,591"
Virginia,,Norfolk,2,0,0,0,0,1,0,1,0,"245,303"
Virginia,,Portsmouth,1,0,0,0,0,0,0,0,1,"96,739"
Virginia,,Radford,1,0,1,0,0,1,0,0,1,"16,595"
Virginia,,Richmond,1,0,4,0,0,1,1,3,0,"207,799"
Virginia,,Roanoke,2,0,3,0,0,1,3,1,0,"97,780"
Virginia,,Virginia Beach,2,0,0,0,0,2,0,0,0,"447,588"
Virginia,,Waynesboro,1,0,0,1,0,0,0,1,1,"21,546"
Virginia,Universities and Colleges,,3,1,4,0,0,,,,,
Virginia,,George Mason University,0,0,1,0,0,0,1,0,0,"33,320"
Virginia,,Old Dominion University,2,1,1,0,0,1,1,1,1,"24,753"
Virginia,,Radford University,0,0,1,0,0,0,0,1,0,"9,370"
Virginia,,University of Virginia,0,0,1,0,0,0,0,0,1,"24,297"
Virginia,,Virginia Polytechnic Institute and State University,1,0,0,0,0,0,0,0,1,"30,936"
Virginia,Metropolitan Counties,,41,18,9,2,0,,,,,
Virginia,,Albemarle County Police Department,7,3,1,0,0,0,5,4,2,
Virginia,,Amherst,2,0,0,0,0,0,0,1,1,
Virginia,,Arlington County Police Department,0,0,0,1,0,0,0,1,0,
Virginia,,Augusta,0,0,1,0,0,0,0,1,0,
Virginia,,Campbell,0,1,0,0,0,0,0,0,1,
Virginia,,Chesterfield County Police Department,6,2,0,1,0,2,2,4,1,
Virginia,,Fairfax County Police Department,6,7,4,0,0,6,7,3,1,
Virginia,,Gloucester,1,1,0,0,0,0,0,0,2,
Virginia,,Henrico County Police Department,3,0,1,0,0,0,2,0,2,
Virginia,,James City County Police Department,0,0,2,0,0,1,1,0,0,
Virginia,,Loudoun,1,2,0,0,0,0,2,1,0,
Virginia,,New Kent,1,0,0,0,0,0,0,0,1,
Virginia,,Prince George County Police Department,0,1,0,0,0,1,0,0,0,
Virginia,,Roanoke County Police Department,2,0,0,0,0,2,0,0,0,
Virginia,,Spotsylvania,3,1,0,0,0,0,0,4,0,
Virginia,,Stafford,7,0,0,0,0,1,3,3,0,
Virginia,,York,2,0,0,0,0,2,0,0,0,
Virginia,Nonmetropolitan Counties,,3,1,0,1,0,,,,,
Virginia,,Accomack,0,0,0,1,0,0,0,1,0,
Virginia,,Essex,1,0,0,0,0,0,1,0,0,
Virginia,,Prince Edward,2,0,0,0,0,0,0,2,0,
Virginia,,Richmond,0,1,0,0,0,0,0,1,0,
Washington,Total,,141,50,52,28,1,,,,,
Washington,Cities,,118,33,41,21,0,,,,,
Washington,,Aberdeen,2,0,0,0,0,1,1,0,0,"17,000"
Washington,,Anacortes,0,1,0,0,0,0,0,0,1,"16,097"
Washington,,Bellevue,1,1,1,0,0,1,1,1,0,"126,022"
Washington,,Bellingham,3,2,2,2,0,2,2,5,1,"82,665"
Washington,,Black Diamond,1,0,0,0,0,0,0,1,0,"4,279"
Washington,,Bothell,0,1,1,0,0,0,1,1,0,"34,389"
Washington,,Burien,3,0,1,0,0,1,2,0,1,"34,310"
Washington,,Cheney,1,0,1,0,0,0,2,0,0,"10,747"
Washington,,Edmonds,0,0,1,0,0,1,0,0,0,"40,609"
Washington,,Ellensburg,1,0,0,0,0,0,1,0,0,"18,649"
Washington,,Everett,0,1,1,0,0,0,1,1,0,"105,318"
Washington,,Federal Way,5,0,0,0,0,2,1,1,1,"91,978"
Washington,,Ferndale,1,0,0,0,0,0,0,1,0,"11,677"
Washington,,Fircrest,1,0,0,0,0,0,1,0,0,"6,637"
Washington,,Kennewick,0,0,1,0,0,1,0,0,0,"76,971"
Washington,,Kent,1,1,0,1,0,0,1,0,2,"122,102"
Washington,,Kirkland,4,2,1,0,0,1,3,2,1,"50,243"
Washington,,Lake Forest Park,1,0,0,0,0,0,1,0,0,"12,975"
Washington,,Lakewood,1,0,0,1,0,0,0,2,0,"59,416"
Washington,,Longview,5,0,1,0,0,2,2,1,1,"37,032"
Washington,,Lynden,0,1,0,0,0,1,0,0,0,"12,223"
Washington,,Lynnwood,0,1,0,0,0,0,0,1,0,"36,647"
Washington,,Mercer Island,1,0,0,1,0,0,1,0,1,"23,381"
Washington,,Mill Creek,1,0,0,0,0,0,1,0,0,"18,661"
Washington,,Monroe,0,1,0,0,0,0,0,0,1,"17,665"
Washington,,Mount Vernon,0,0,0,1,0,1,0,0,0,"32,384"
Washington,,Newcastle,0,0,0,1,0,0,0,1,0,"10,692"
Washington,,Oak Harbor,1,0,1,0,0,1,0,0,1,"22,457"
Washington,,Omak,2,0,0,0,0,0,1,1,0,"4,929"
Washington,,Orting,1,0,0,0,0,0,1,0,0,"6,890"
Washington,,Port Angeles,2,0,0,0,0,0,0,1,1,"19,342"
Washington,,Port Townsend,0,1,0,0,0,0,0,0,1,"9,219"
Washington,,Poulsbo,0,0,1,0,0,1,0,0,0,"9,428"
Washington,,Pullman,1,0,0,1,0,1,1,0,0,"30,206"
Washington,,Puyallup,0,0,1,0,0,0,0,0,1,"37,821"
Washington,,Redmond,1,0,0,0,0,0,0,0,1,"55,770"
Washington,,Renton,5,1,0,3,0,1,2,3,3,"93,722"
Washington,,Seattle,47,13,19,6,0,12,24,32,17,"626,865"
Washington,,Sequim,0,1,0,0,0,1,0,0,0,"6,710"
Washington,,Shoreline,1,0,0,1,0,1,0,1,0,"54,574"
Washington,,Spokane,3,0,3,0,0,3,1,1,1,"212,163"
Washington,,Spokane Valley,2,1,1,0,0,1,1,2,0,"91,164"
Washington,,Sumner,1,0,0,0,0,1,0,0,0,"9,656"
Washington,,Sunnyside,0,0,1,0,0,0,1,0,0,"16,271"
Washington,,Tacoma,9,1,2,1,0,3,4,2,4,"202,646"
Washington,,University Place,2,0,0,0,0,0,2,0,0,"31,820"
Washington,,Vancouver,7,2,0,2,0,2,2,4,3,"166,375"
Washington,,Wapato,0,1,0,0,0,1,0,0,0,"5,123"
Washington,,Yakima,0,0,1,0,0,0,1,0,0,"93,419"
Washington,Universities and Colleges,,6,10,3,0,0,,,,,
Washington,,University of Washington,6,8,2,0,0,3,3,6,4,"42,444"
Washington,,"Washington State University, Pullman",0,2,1,0,0,0,1,2,0,"27,329"
Washington,Metropolitan Counties,,15,4,6,5,1,,,,,
Washington,,Benton,0,0,0,0,1,1,0,0,0,
Washington,,Chelan,1,1,0,1,0,0,3,0,0,
Washington,,Clark,3,0,0,0,0,0,0,1,2,
Washington,,Cowlitz,0,0,1,0,0,0,1,0,0,
Washington,,Douglas,1,0,0,0,0,0,1,0,0,
Washington,,King,3,1,1,1,0,1,4,1,0,
Washington,,Kitsap,0,1,0,0,0,0,0,1,0,
Washington,,Pend Oreille,1,0,0,0,0,0,0,0,1,
Washington,,Pierce,3,0,1,0,0,1,1,1,1,
Washington,,Snohomish,1,0,0,0,0,1,0,,,
Washington,,Stevens,0,0,1,0,0,0,1,0,0,
Washington,,Thurston,1,0,2,0,0,1,0,2,0,
Washington,,Walla Walla,1,0,0,0,0,0,0,0,1,
Washington,,Yakima,0,1,0,3,0,0,1,2,1,
Washington,Nonmetropolitan Counties,,2,3,1,2,0,,,,,
Washington,,Clallam,2,0,0,0,0,0,0,1,1,
Washington,,Mason,0,3,1,0,0,1,0,2,1,
Washington,,Pacific,0,0,0,2,0,1,0,1,0,
Washington,Other Agencies,,0,0,1,0,0,,,,,
Washington,,Port of Seattle,0,0,1,0,0,1,0,0,0,
West Virginia,Total,,20,1,5,0,1,,,,,
West Virginia,Cities,,10,1,3,0,1,,,,,
West Virginia,,Beckley,2,0,1,0,1,2,1,0,1,"17,675"
West Virginia,,Clarksburg,3,0,0,0,0,0,1,1,1,"16,649"
West Virginia,,Elkins,1,0,0,0,0,1,0,0,0,"7,108"
West Virginia,,Fairmont,1,0,0,0,0,0,0,0,1,"18,764"
West Virginia,,Huntington,1,0,2,0,0,1,1,1,0,"49,254"
West Virginia,,Martinsburg,1,0,0,0,0,0,1,0,0,"17,487"
West Virginia,,Morgantown,0,1,0,0,0,1,0,0,0,"30,294"
West Virginia,,Weirton,1,0,0,0,0,1,0,0,0,"19,652"
West Virginia,Universities and Colleges,,2,0,0,0,0,,,,,
West Virginia,,West Liberty University,1,0,0,0,0,0,0,1,0,"2,789"
West Virginia,,West Virginia Tech,1,0,0,0,0,1,0,0,0,"1,316"
West Virginia,Metropolitan Counties,,6,0,2,0,0,,,,,
West Virginia,,Brooke,1,0,0,0,0,0,0,1,0, 
West Virginia,,Fayette,0,0,1,0,0,0,0,1,0,
West Virginia,,Hancock,2,0,0,0,0,1,0,0,1,
West Virginia,,Kanawha,2,0,1,0,0,1,1,1,0,
West Virginia,,Wayne,1,0,0,0,0,0,0,0,1,
West Virginia,Nonmetropolitan Counties,,2,0,0,0,0,,,,,
West Virginia,,Nicholas,2,0,0,0,0,0,1,1,0,
Wisconsin,Total,,32,10,13,5,8,,,,,
Wisconsin,Cities,,29,9,7,4,1,,,,,
Wisconsin,,Appleton,6,0,1,1,0,1,3,4,0,"73,431"
Wisconsin,,Caledonia,1,0,0,0,0,0,1,0,0,"24,764"
Wisconsin,,Fond du Lac,0,0,2,0,0,0,2,0,0,"43,319"
Wisconsin,,La Crosse,1,1,0,0,0,0,0,1,1,"51,851"
Wisconsin,,Madison,8,3,0,0,1,3,4,3,2,"237,508"
Wisconsin,,Milwaukee,5,4,4,1,0,4,1,2,7,"599,395"
Wisconsin,,Minocqua,1,0,0,0,0,0,0,0,1,"4,372"
Wisconsin,,Oak Creek,0,1,0,0,0,0,0,1,0,"34,715"
Wisconsin,,Rhinelander,0,0,0,1,0,0,1,0,0,"7,776"
Wisconsin,,River Falls,1,0,0,0,0,0,0,0,1,"14,927"
Wisconsin,,Seymour,1,0,0,0,0,0,1,0,0,"3,481"
Wisconsin,,Sheboygan,2,0,0,1,0,1,1,1,0,"49,261"
Wisconsin,,Waukesha,1,0,0,0,0,0,0,0,1,"71,049"
Wisconsin,,Wausau,1,0,0,0,0,1,0,0,0,"39,313"
