,FIPS,County Name,Agency name,State,Latitude,Longitude,2012 Crimes,2013 Crimes,2014 Crimes,2015 Crimes,2016 Crimes,Total Crimes,FIPS_block
365,06111,Ventura,Port Hueneme,California,34.147782899999996,-119.1951074,0.0,0.0,0.0,1.0,0.0,1.0,061110044002011
508,06111,Ventura,Thousand Oaks,California,34.1705609,-118.83759369999999,3.0,1.0,0.0,2.0,1.0,7.0,061110071002006
178,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,4.0,2.0,5.0,6.0,21.0,061130107014017
191,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,2.0,2.0,5.0,1.0,14.0,061130107014017
177,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,4.0,2.0,4.0,1.0,15.0,061130107014017
176,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,4.0,2.0,4.0,6.0,20.0,061130107014017
189,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,2.0,2.0,4.0,1.0,13.0,061130107014017
180,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,4.0,2.0,4.0,6.0,20.0,061130107014017
181,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,4.0,2.0,4.0,1.0,15.0,061130107014017
190,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,2.0,2.0,5.0,6.0,19.0,061130107014017
183,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,4.0,2.0,5.0,1.0,16.0,061130107014017
184,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,2.0,2.0,4.0,6.0,18.0,061130107014017
185,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,2.0,2.0,4.0,1.0,13.0,061130107014017
186,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,2.0,2.0,5.0,6.0,19.0,061130107014017
187,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,2.0,2.0,5.0,1.0,14.0,061130107014017
188,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,2.0,2.0,4.0,6.0,18.0,061130107014017
179,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,4.0,2.0,5.0,1.0,16.0,061130107014017
182,06113,Yolo,Davis,California,38.5449065,-121.74051670000001,4.0,4.0,2.0,5.0,6.0,21.0,061130107014017
313,06115,Yuba,Marysville,California,39.145725299999995,-121.5913547,1.0,0.0,0.0,1.0,0.0,2.0,061150401003037
606,08001,Adams,Westminster,Colorado,39.836652799999996,-105.03720459999998,1.0,0.0,0.0,0.0,0.0,1.0,080010096032006
601,08001,Adams,Thornton,Colorado,39.8680412,-104.9719243,0.0,1.0,0.0,0.0,0.0,1.0,080010092022000
547,08001,Adams,Brighton,Colorado,39.9852617,-104.82052829999999,0.0,0.0,0.0,0.0,0.0,0.0,080010086061005
557,08001,Adams,Commerce City,Colorado,39.8083196,-104.9338675,0.0,1.0,1.0,0.0,0.0,2.0,080010089012037
541,08005,Arapahoe,Aurora,Colorado,39.729431899999994,-104.8319195,2.0,5.0,2.0,5.0,15.0,29.0,080050076004004
596,08005,Arapahoe,Sheridan,Colorado,39.6469319,-105.02526100000001,1.0,0.0,0.0,0.0,0.0,1.0,080050055521017
571,08005,Arapahoe,Glendale,Colorado,39.7049873,-104.93359040000001,3.0,1.0,0.0,0.0,0.0,4.0,080050049521005
584,08005,Arapahoe,Littleton,Colorado,39.613321,-105.0166498,2.0,1.0,0.0,1.0,0.0,4.0,080050065011033
563,08005,Arapahoe,Englewood,Colorado,39.647765299999996,-104.98775970000001,2.0,1.0,0.0,0.0,0.0,3.0,080050060002000
576,08005,Arapahoe,Greenwood Village,Colorado,39.6172101,-104.95081409999999,0.0,1.0,2.0,3.0,0.0,6.0,080050056361016
551,08005,Arapahoe,Centennial,Colorado,39.5807452,-104.87717260000001,3.0,5.0,3.0,1.0,2.0,14.0,080050067073006
603,08013,Boulder,"University of Colorado, Boulder",Colorado,40.00758099999999,-105.26594170000001,0.0,0.0,0.0,0.0,5.0,5.0,080130123001005
582,08013,Boulder,Lafayette,Colorado,39.993595899999995,-105.08970579999999,8.0,3.0,0.0,0.0,0.0,11.0,080130608005010
586,08013,Boulder,Longmont,Colorado,40.167206799999995,-105.10192749999999,6.0,2.0,3.0,2.0,3.0,16.0,080130134012027
590,08013,Boulder,Nederland,Colorado,39.96137589999999,-105.5108312,0.0,0.0,0.0,0.0,1.0,1.0,080130137025014
544,08013,Boulder,Boulder,Colorado,40.0149856,-105.2705456,1.0,0.0,1.0,1.0,3.0,6.0,080130122023023
545,08013,Boulder,Boulder,Colorado,40.0149856,-105.2705456,1.0,0.0,1.0,1.0,3.0,6.0,080130122023023
579,08019,Clear Creek,Idaho Springs,Colorado,39.7424881,-105.5136081,0.0,0.0,1.0,0.0,0.0,1.0,080190148001078
578,08029,Delta,Hotchkiss,Colorado,38.799707,-107.7195032,1.0,0.0,0.0,0.0,0.0,1.0,080299650003041
559,08029,Delta,Delta,Colorado,38.742206200000005,-108.0689582,0.0,0.0,0.0,0.0,0.0,0.0,080299651003021
560,08031,Denver,Denver,Colorado,39.739235799999996,-104.990251,33.0,15.0,9.0,10.0,13.0,80.0,080310020001015
550,08035,Douglas,Castle Rock,Colorado,39.372212100000006,-104.8560902,0.0,2.0,2.0,1.0,0.0,5.0,080350145041031
585,08035,Douglas,Lone Tree,Colorado,39.536482,-104.8970678,7.0,0.0,1.0,0.0,0.0,8.0,080350141152015
593,08035,Douglas,Parker,Colorado,39.5186002,-104.76136329999999,1.0,0.0,0.0,0.0,0.0,1.0,080350139041017
542,08037,Eagle,Basalt,Colorado,39.36887309999999,-107.0328241,0.0,0.0,0.0,1.0,0.0,1.0,080370003022026
569,08041,El Paso,Fountain,Colorado,38.682219,-104.7008056,4.0,2.0,0.0,0.0,0.0,6.0,080410045111025
553,08041,El Paso,Colorado Springs,Colorado,38.8338816,-104.82136340000001,17.0,5.0,6.0,1.0,2.0,31.0,080410023001039
589,08041,El Paso,Monument,Colorado,39.0916586,-104.872758,1.0,1.0,0.0,0.0,0.0,2.0,080410037013080
555,08041,El Paso,Colorado Springs,Colorado,38.8338816,-104.82136340000001,17.0,5.0,0.0,1.0,2.0,25.0,080410023001039
554,08041,El Paso,Colorado Springs,Colorado,38.8338816,-104.82136340000001,17.0,5.0,0.0,6.0,2.0,30.0,080410023001039
552,08041,El Paso,Colorado Springs,Colorado,38.8338816,-104.82136340000001,17.0,5.0,6.0,6.0,2.0,36.0,080410023001039
565,08043,Fremont,Florence,Colorado,38.3902777,-105.11859879999999,0.0,0.0,0.0,0.0,1.0,1.0,080439782002078
548,08043,Fremont,Canon City,Colorado,38.4494063,-105.22533159999999,0.0,0.0,1.0,0.0,0.0,1.0,080439783002015
595,08045,Garfield,Rifle,Colorado,39.5347023,-107.78311979999998,0.0,1.0,0.0,0.0,0.0,1.0,080459520026035
592,08045,Garfield,Parachute,Colorado,39.45192249999999,-108.0528529,0.0,0.0,1.0,0.0,0.0,1.0,080459521001605
591,08045,Garfield,New Castle,Colorado,39.5727585,-107.5364443,0.0,0.0,1.0,0.0,0.0,1.0,080459519021030
572,08045,Garfield,Glenwood Springs,Colorado,39.5505376,-107.32477620000002,3.0,0.0,2.0,2.0,0.0,7.0,080459516003017
549,08045,Garfield,Carbondale,Colorado,39.4022054,-107.2111628,0.0,0.0,0.0,0.0,1.0,1.0,080459518032181
577,08051,Gunnison,Gunnison,Colorado,38.5458246,-106.9253207,0.0,0.0,1.0,0.0,0.0,1.0,080519637004045
605,08055,Huerfano,Walsenburg,Colorado,37.624179299999994,-104.7802645,0.0,0.0,0.0,2.0,0.0,2.0,080559606001099
573,08059,Jefferson,Golden,Colorado,39.755542999999996,-105.2210997,0.0,1.0,1.0,1.0,1.0,4.0,080590100002011
539,08059,Jefferson,Arvada,Colorado,39.802764399999994,-105.08748419999999,0.0,2.0,1.0,1.0,0.0,4.0,080590103054015
583,08059,Jefferson,Lakewood,Colorado,39.7047095,-105.08137340000002,1.0,3.0,1.0,0.0,0.0,5.0,080590118052002
607,08059,Jefferson,Wheat Ridge,Colorado,39.766098,-105.07720630000001,2.0,0.0,0.0,0.0,0.0,2.0,080590107012002
562,08067,La Plata,Durango,Colorado,37.27528,-107.88006670000001,2.0,0.0,1.0,1.0,0.0,4.0,080679711001019
543,08069,Larimer,Berthoud,Colorado,40.3083174,-105.08109240000002,1.0,0.0,0.0,0.0,0.0,1.0,080690027001012
556,08069,Larimer,"Colorado State University, Fort Collins",Colorado,40.573436,-105.0865473,1.0,1.0,0.0,0.0,0.0,2.0,080690006001007
566,08069,Larimer,Fort Collins,Colorado,40.5852602,-105.084423,2.0,0.0,3.0,3.0,2.0,10.0,080690001002093
587,08069,Larimer,Loveland,Colorado,40.397761200000005,-105.0749801,0.0,1.0,1.0,1.0,1.0,4.0,080690020071006
602,08071,Las Animas,Trinidad,Colorado,37.1694632,-104.5005407,0.0,0.0,0.0,0.0,0.0,0.0,080710005001022
599,08075,Logan,Sterling,Colorado,40.6255415,-103.207709,2.0,0.0,2.0,1.0,1.0,6.0,080759662002083
574,08077,Mesa,Grand Junction,Colorado,39.0638705,-108.5506486,1.0,4.0,1.0,1.0,3.0,10.0,080770008003006
558,08081,Moffat,Craig,Colorado,40.515249100000005,-107.54645409999999,4.0,0.0,0.0,1.0,0.0,5.0,080810005006004
568,08087,Morgan,Fort Morgan,Colorado,40.250258200000005,-103.79995090000001,0.0,0.0,2.0,0.0,0.0,2.0,080870005002018
581,08089,Otero,La Junta,Colorado,37.9850091,-103.5438321,1.0,0.0,0.0,1.0,0.0,2.0,080899686003095
540,08097,Pitkin,Aspen,Colorado,39.19109829999999,-106.81753870000001,1.0,0.0,0.0,1.0,1.0,3.0,080970004012025
597,08097,Pitkin,Snowmass Village,Colorado,39.21304179999999,-106.93782069999999,0.0,1.0,0.0,0.0,0.0,1.0,080970001005040
594,08101,Pueblo,Pueblo,Colorado,38.2544472,-104.60914090000001,3.0,2.0,1.0,7.0,1.0,14.0,081010014001046
588,08103,Rio Blanco,Meeker,Colorado,40.03747329999999,-107.91312990000002,1.0,0.0,0.0,0.0,0.0,1.0,081039511003048
598,08107,Routt,Steamboat Springs,Colorado,40.4849769,-106.83171580000001,1.0,1.0,3.0,0.0,0.0,5.0,081070005003039
600,08113,San Miguel,Telluride,Colorado,37.9374939,-107.81228519999999,1.0,0.0,0.0,0.0,0.0,1.0,081139681012072
546,08117,Summit,Breckenridge,Colorado,39.4816537,-106.03835179999999,0.0,0.0,0.0,1.0,0.0,1.0,081170004024025
570,08117,Summit,Frisco,Colorado,39.5744309,-106.0975203,1.0,0.0,0.0,0.0,0.0,1.0,081170003004040
561,08117,Summit,Dillon,Colorado,39.6302643,-106.0433518,0.0,1.0,0.0,0.0,1.0,2.0,081170002003008
608,08123,Weld,Windsor,Colorado,40.4774818,-104.90136170000001,2.0,0.0,0.0,0.0,0.0,2.0,081230022051011
604,08123,Weld,University of Northern Colorado,Colorado,40.4055236,-104.6961077,1.0,0.0,0.0,0.0,0.0,1.0,081230008001005
575,08123,Weld,Greeley,Colorado,40.42331420000001,-104.7091322,6.0,0.0,0.0,1.0,0.0,7.0,081230005022026
567,08123,Weld,Fort Lupton,Colorado,40.0847055,-104.8130275,0.0,0.0,0.0,0.0,1.0,1.0,081230019083039
564,08123,Weld,Erie,Colorado,40.05026229999999,-105.0499817,0.0,1.0,0.0,0.0,1.0,2.0,081230020071046
580,08123,Weld,Johnstown,Colorado,40.336927200000005,-104.9121967,1.0,0.0,0.0,0.0,0.0,1.0,081230021024051
629,09001,Fairfield,Fairfield,Connecticut,41.1408363,-73.2612615,0.0,0.0,0.0,0.0,0.0,0.0,090010616001006
632,09001,Fairfield,Greenwich,Connecticut,41.0262417,-73.62819640000001,0.0,0.0,0.0,0.0,1.0,1.0,090010106002001
688,09001,Fairfield,Wilton,Connecticut,41.1953739,-73.4378988,0.0,0.0,1.0,0.0,0.0,1.0,090010452001017
684,09001,Fairfield,Western Connecticut State University,Connecticut,41.4007198,-73.4449401,1.0,0.0,0.0,2.0,0.0,3.0,090012102002001
676,09001,Fairfield,Trumbull,Connecticut,41.2428563,-73.20066390000001,0.0,0.0,0.0,2.0,1.0,3.0,090010904001004
652,09001,Fairfield,Newtown,Connecticut,41.4141172,-73.3035651,0.0,0.0,3.0,0.0,0.0,3.0,090012302001006
627,09001,Fairfield,Easton,Connecticut,41.27120559999999,-73.29664050000001,0.0,0.0,1.0,0.0,0.0,1.0,090011052002032
673,09001,Fairfield,Stratford,Connecticut,41.18454149999999,-73.1331651,3.0,3.0,2.0,2.0,1.0,11.0,090010806002005
655,09001,Fairfield,Norwalk,Connecticut,41.11774399999999,-73.4081575,2.0,2.0,2.0,1.0,7.0,14.0,090010437001019
671,09001,Fairfield,Stamford,Connecticut,41.0534302,-73.53873409999999,3.0,5.0,5.0,9.0,6.0,28.0,090010201002000
662,09001,Fairfield,Redding,Connecticut,41.30453989999999,-73.392898,0.0,0.0,2.0,1.0,0.0,3.0,090012402002023
663,09001,Fairfield,Ridgefield,Connecticut,41.28406349999999,-73.4975412,0.0,0.0,0.0,0.0,1.0,1.0,090012453003020
647,09001,Fairfield,New Canaan,Connecticut,41.146763,-73.4948445,1.0,0.0,0.0,0.0,0.0,1.0,090010351003000
622,09001,Fairfield,Darien,Connecticut,41.0771914,-73.4686858,0.0,0.0,0.0,0.0,1.0,1.0,090010304001001
685,09001,Fairfield,Westport,Connecticut,41.141471700000004,-73.35790490000001,0.0,0.0,0.0,1.0,2.0,3.0,090010505004000
614,09001,Fairfield,Brookfield,Connecticut,41.48259470000001,-73.4095652,0.0,0.0,1.0,0.0,0.0,1.0,090012051001020
666,09001,Fairfield,Shelton,Connecticut,41.3164856,-73.0931641,1.0,0.0,1.0,0.0,1.0,3.0,090011101001025
610,09001,Fairfield,Bethel,Connecticut,41.3712283,-73.41396209999998,0.0,1.0,0.0,1.0,0.0,2.0,090012002002004
612,09001,Fairfield,Bridgeport,Connecticut,41.1792258,-73.18943840000001,3.0,9.0,4.0,5.0,6.0,27.0,090010706001028
621,09001,Fairfield,Danbury,Connecticut,41.394816999999996,-73.45401109999999,0.0,2.0,1.0,3.0,8.0,14.0,090012101002007
668,09003,Hartford,South Windsor,Connecticut,41.8489872,-72.57175509999998,0.0,1.0,0.0,0.0,0.0,1.0,090034871004008
664,09003,Hartford,Rocky Hill,Connecticut,41.657252500000006,-72.66557569999998,0.0,0.0,0.0,0.0,1.0,1.0,090035242005023
660,09003,Hartford,Plainville,Connecticut,41.67574570000001,-72.86336349999998,0.0,0.0,0.0,0.0,0.0,0.0,090034206001013
670,09003,Hartford,Southington,Connecticut,41.5964869,-72.8776013,6.0,7.0,2.0,1.0,1.0,17.0,090034301002022
609,09003,Hartford,Berlin,Connecticut,41.621488,-72.74565190000001,1.0,0.0,0.0,0.0,0.0,1.0,090034001002003
611,09003,Hartford,Bloomfield,Connecticut,41.826488,-72.73009449999998,1.0,0.0,4.0,2.0,1.0,8.0,090034713003038
651,09003,Hartford,Newington,Connecticut,41.6972996,-72.7228293,1.0,3.0,1.0,1.0,1.0,7.0,090034944002004
674,09003,Hartford,Suffield,Connecticut,41.9915062,-72.7017741,0.0,1.0,0.0,1.0,0.0,2.0,090034772003009
613,09003,Hartford,Bristol,Connecticut,41.67176480000001,-72.9492703,1.0,0.0,2.0,1.0,0.0,4.0,090034061002014
646,09003,Hartford,New Britain,Connecticut,41.6612104,-72.77954190000001,0.0,0.0,0.0,1.0,0.0,1.0,090034171001046
640,09003,Hartford,Manchester,Connecticut,41.775930100000004,-72.52150089999998,13.0,10.0,6.0,2.0,6.0,37.0,090035144005013
667,09003,Hartford,Simsbury,Connecticut,41.854009399999995,-72.82791499999998,1.0,0.0,0.0,1.0,0.0,2.0,090034661011018
626,09003,Hartford,East Windsor,Connecticut,41.9161361,-72.55787990000002,0.0,1.0,0.0,0.0,0.0,1.0,090034841002023
628,09003,Hartford,Enfield,Connecticut,42.0027181,-72.5441445,4.0,1.0,1.0,0.0,0.0,6.0,090035243002013
691,09003,Hartford,Windsor Locks,Connecticut,41.924291700000005,-72.64544690000001,1.0,0.0,0.0,0.0,0.0,1.0,090034763002003
625,09003,Hartford,East Hartford,Connecticut,41.7634219,-72.6128339,0.0,0.0,1.0,0.0,0.0,1.0,090035105002000
637,09003,Hartford,Hartford,Connecticut,41.76580429999999,-72.6733723,1.0,2.0,0.0,2.0,5.0,10.0,090035021001018
615,09003,Hartford,Canton,Connecticut,41.82475720000001,-72.8956177,1.0,0.0,1.0,0.0,0.0,2.0,090034641022017
616,09003,Hartford,Central Connecticut State University,Connecticut,41.693255,-72.764167,0.0,0.0,0.0,2.0,0.0,2.0,090034173001001
630,09003,Hartford,Farmington,Connecticut,41.7360305,-72.79502699999998,0.0,0.0,1.0,0.0,0.0,1.0,090034602021039
686,09003,Hartford,Wethersfield,Connecticut,41.7063537,-72.65962440000001,0.0,0.0,0.0,0.0,1.0,1.0,090034921002007
690,09003,Hartford,Windsor,Connecticut,41.8525984,-72.64370219999998,1.0,0.0,1.0,1.0,0.0,3.0,090034734001027
631,09003,Hartford,Glastonbury,Connecticut,41.6861794,-72.54507790000001,1.0,1.0,1.0,0.0,0.0,3.0,090035204004000
682,09003,Hartford,West Hartford,Connecticut,41.762084200000004,-72.74201509999999,2.0,0.0,1.0,1.0,2.0,6.0,090034976002008
689,09005,Litchfield,Winchester,Connecticut,41.935763200000004,-73.111356,0.0,2.0,2.0,3.0,0.0,7.0,090053202004016
650,09005,Litchfield,New Milford,Connecticut,41.57704329999999,-73.4085463,1.0,1.0,2.0,1.0,0.0,5.0,090052536002036
675,09005,Litchfield,Torrington,Connecticut,41.8003049,-73.1211715,7.0,5.0,2.0,4.0,3.0,21.0,090053103002005
681,09005,Litchfield,Watertown,Connecticut,41.6062042,-73.11833969999998,0.0,0.0,1.0,0.0,0.0,1.0,090053601002005
661,09005,Litchfield,Plymouth,Connecticut,41.672041799999995,-73.0528853,0.0,1.0,1.0,0.0,0.0,2.0,090054253002011
643,09007,Middlesex,Middletown,Connecticut,41.562320899999996,-72.6506488,4.0,6.0,5.0,3.0,2.0,20.0,090075416001028
657,09007,Middlesex,Old Saybrook,Connecticut,41.2960159,-72.38453009999998,2.0,3.0,4.0,1.0,1.0,11.0,090076702004003
624,09007,Middlesex,East Hampton,Connecticut,41.5757748,-72.5026249,0.0,2.0,0.0,0.0,0.0,2.0,090075502022011
618,09007,Middlesex,Clinton,Connecticut,41.2882208,-72.52880340000002,0.0,0.0,0.0,0.0,1.0,1.0,090076101001002
693,09009,New Haven,Woodbridge,Connecticut,41.352596999999996,-73.0084385,0.0,0.0,1.0,0.0,1.0,2.0,090091601001001
683,09009,New Haven,West Haven,Connecticut,41.2705484,-72.94697109999998,2.0,1.0,1.0,1.0,0.0,5.0,090091550002005
692,09009,New Haven,Wolcott,Connecticut,41.6023196,-72.9867718,1.0,1.0,0.0,0.0,0.0,2.0,090093612003008
678,09009,New Haven,Wallingford,Connecticut,41.45701079999999,-72.82307359999999,4.0,4.0,1.0,1.0,1.0,11.0,090091751001010
679,09009,New Haven,Waterbury,Connecticut,41.558152500000006,-73.0514965,5.0,6.0,4.0,0.0,6.0,21.0,090093523002035
669,09009,New Haven,Southern Connecticut State University,Connecticut,41.332566,-72.947462,0.0,2.0,0.0,0.0,1.0,3.0,090091414001000
694,09009,New Haven,Yale University,Connecticut,41.3163244,-72.92234309999998,0.0,0.0,0.0,0.0,0.0,0.0,090093614021000
653,09009,New Haven,North Branford,Connecticut,41.3275971,-72.7673198,0.0,2.0,0.0,1.0,0.0,3.0,090091861003022
617,09009,New Haven,Cheshire,Connecticut,41.5083668,-72.91062020000001,0.0,0.0,1.0,1.0,0.0,2.0,090093431021002
665,09009,New Haven,Seymour,Connecticut,41.397146,-73.07475339999998,2.0,0.0,2.0,0.0,0.0,4.0,090091302001002
635,09009,New Haven,Guilford,Connecticut,41.288906,-72.674364,0.0,1.0,0.0,2.0,1.0,4.0,090091901002001
636,09009,New Haven,Hamden,Connecticut,41.3838782,-72.9026064,1.0,1.0,1.0,0.0,0.0,3.0,090091660014013
639,09009,New Haven,Madison,Connecticut,41.2959908,-72.57541490000001,0.0,0.0,0.0,0.0,1.0,1.0,090091942024010
641,09009,New Haven,Meriden,Connecticut,41.5381535,-72.80704349999998,0.0,2.0,1.0,1.0,0.0,4.0,090091702003008
623,09009,New Haven,Derby,Connecticut,41.3206523,-73.0889973,1.0,1.0,1.0,1.0,0.0,4.0,090091202002015
644,09009,New Haven,Milford,Connecticut,41.2306979,-73.064036,2.0,5.0,3.0,0.0,0.0,10.0,090091501001012
642,09009,New Haven,Middlebury,Connecticut,41.5278742,-73.12761069999998,0.0,0.0,1.0,0.0,0.0,1.0,090093441003027
645,09009,New Haven,Naugatuck,Connecticut,41.485921000000005,-73.0506972,1.0,0.0,0.0,0.0,1.0,2.0,090093452012043
648,09009,New Haven,New Haven,Connecticut,41.308274,-72.9278835,9.0,6.0,5.0,7.0,7.0,34.0,090093614011001
654,09009,New Haven,North Haven,Connecticut,41.39091390000001,-72.8595447,0.0,0.0,1.0,1.0,0.0,2.0,090091672022031
658,09009,New Haven,Orange,Connecticut,41.278636999999996,-73.0265277,1.0,0.0,0.0,0.0,0.0,1.0,090091572003000
680,09011,New London,Waterford,Connecticut,41.3542395,-72.164816,0.0,0.0,0.0,2.0,1.0,3.0,090116933001023
649,09011,New London,New London,Connecticut,41.3556539,-72.0995209,4.0,1.0,0.0,1.0,2.0,8.0,090116905002028
638,09011,New London,Ledyard,Connecticut,41.4456444,-72.0181743,0.0,0.0,0.0,0.0,0.0,0.0,090117011005086
672,09011,New London,Stonington,Connecticut,41.335891499999995,-71.9058854,1.0,0.0,0.0,1.0,0.0,2.0,090117052002030
656,09011,New London,Norwich,Connecticut,41.5242649,-72.07591049999998,3.0,1.0,1.0,0.0,1.0,6.0,090116968001012
634,09011,New London,Groton Town,Connecticut,41.3497456,-72.0790717,2.0,1.0,2.0,1.0,1.0,7.0,090117024003012
633,09011,New London,Groton,Connecticut,41.3497456,-72.0790717,1.0,2.0,0.0,0.0,1.0,4.0,090117024003012
677,09013,Tolland,Vernon,Connecticut,41.8186802,-72.47903699999998,0.0,0.0,2.0,1.0,1.0,4.0,090135305002019
620,09013,Tolland,Coventry,Connecticut,41.78468,-72.3393021,1.0,0.0,1.0,0.0,0.0,2.0,090138502006007
659,09015,Windham,Plainfield,Connecticut,41.6764876,-71.91507299999998,0.0,0.0,1.0,1.0,0.0,2.0,090159073001020
687,09015,Windham,Willimantic,Connecticut,41.710654299999995,-72.2081338,0.0,1.0,0.0,0.0,1.0,2.0,090158006002013
619,09015,Windham,Connecticut State Police,Connecticut,41.8090133,-71.87659579999998,0.0,0.0,0.0,2.0,0.0,2.0,090159045003001
3158,0None,,Texas City,Texas,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,00000000000None
744,0None,,New College of Florida,Florida,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,00000000000None
3459,0None,,West Virginia University,West Virginia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,00000000000None
2741,0None,,Oregon City,Oregon,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,00000000000None
1906,0None,,University of New Hampshire,New Hampshire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,00000000000None
1846,0None,,Nebraska City,Nebraska,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,00000000000None
3305,0None,,University of Virginia,Virginia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,00000000000None
1329,0None,,Massachusetts College of Liberal Arts,Massachusetts,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,00000000000None
43,0None,,University of Arizona,Arizona,0.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,00000000000None
705,10001,Kent,Smyrna,Delaware,39.299833899999996,-75.6046494,0.0,1.0,0.0,0.0,1.0,2.0,100010402021004
697,10001,Kent,Dover,Delaware,39.158167999999996,-75.5243682,0.0,0.0,0.0,0.0,0.0,0.0,100010413001003
696,10001,Kent,Delaware State University,Delaware,39.186137200000005,-75.5422735,0.0,1.0,0.0,0.0,0.0,1.0,100010433001042
695,10001,Kent,Camden,Delaware,39.1134458,-75.54186870000001,0.0,0.0,1.0,0.0,1.0,2.0,100010417012013
701,10003,New Castle,New Castle,Delaware,39.66203970000001,-75.5668166,0.0,1.0,0.0,0.0,0.0,1.0,100030162001003
702,10003,New Castle,Newark,Delaware,39.6837226,-75.74965720000002,0.0,0.0,1.0,0.0,1.0,2.0,100030145011017
706,10003,New Castle,Wilmington,Delaware,39.7390721,-75.5397878,2.0,0.0,1.0,2.0,0.0,5.0,100030029001014
703,10005,Sussex,Rehoboth Beach,Delaware,38.7209454,-75.07601369999998,0.0,0.0,1.0,0.0,1.0,2.0,100050511012000
699,10005,Sussex,Milford,Delaware,38.9126129,-75.4279748,0.0,1.0,0.0,1.0,0.0,2.0,100050501043020
698,10005,Sussex,Laurel,Delaware,38.556504100000005,-75.5713141,0.0,0.0,0.0,1.0,0.0,1.0,100050518021041
700,10005,Sussex,Milton,Delaware,38.7776124,-75.30991359999999,1.0,1.0,0.0,1.0,0.0,3.0,100050508021004
704,10005,Sussex,Seaford,Delaware,38.6412256,-75.61103809999999,0.0,1.0,0.0,0.0,0.0,1.0,100050504063088
707,11001,District of Columbia,Washington,District of Columbia,38.9071923,-77.03687070000001,24.0,27.0,24.0,27.0,44.0,146.0,110010053013007
777,12001,Alachua,University of Florida,Florida,29.643632500000002,-82.3549302,3.0,0.0,0.0,0.0,1.0,4.0,120010009011011
726,12001,Alachua,Gainesville,Florida,29.6516344,-82.32482619999998,4.0,2.0,0.0,2.0,4.0,12.0,120010005001048
759,12005,Bay,Panama City,Florida,30.158812899999997,-85.6602058,0.0,2.0,0.0,0.0,0.0,2.0,120050020001050
717,12009,Brevard,Cocoa,Florida,28.3861159,-80.7419984,0.0,0.0,0.0,0.0,0.0,0.0,120090715001012
758,12009,Brevard,Palm Bay,Florida,28.034462100000006,-80.5886646,0.0,2.0,1.0,3.0,4.0,10.0,120090651233024
740,12009,Brevard,Melbourne,Florida,28.0836269,-80.60810889999998,6.0,2.0,0.0,1.0,0.0,9.0,120090648002009
775,12009,Brevard,Titusville,Florida,28.612218699999996,-80.8075537,0.0,0.0,1.0,0.0,1.0,2.0,120090714003030
743,12011,Broward,Miramar,Florida,25.9860762,-80.30356019999998,3.0,0.0,1.0,0.0,0.0,4.0,120111103421012
751,12011,Broward,Oakland Park,Florida,26.1723065,-80.13198929999999,1.0,0.0,0.0,0.0,0.0,1.0,120110507023008
772,12011,Broward,Tamarac,Florida,26.2128609,-80.2497707,0.0,0.0,0.0,0.0,0.0,0.0,120110204061020
770,12011,Broward,Sunrise,Florida,26.1669711,-80.25659499999998,0.0,1.0,0.0,0.0,1.0,2.0,120110601172000
760,12011,Broward,Pembroke Pines,Florida,26.007765,-80.2962555,0.0,1.0,0.0,2.0,0.0,3.0,120111103371000
739,12011,Broward,Margate,Florida,26.244526300000004,-80.206436,0.0,0.0,1.0,0.0,0.0,1.0,120110202092004
786,12011,Broward,Wilton Manors,Florida,26.160362600000003,-80.13893399999998,0.0,0.0,0.0,0.0,0.0,0.0,120110509006010
763,12011,Broward,Pompano Beach,Florida,26.2378597,-80.1247667,2.0,3.0,0.0,0.0,0.0,5.0,120110304021031
785,12011,Broward,Weston,Florida,26.100365399999998,-80.3997748,0.0,1.0,1.0,0.0,0.0,2.0,120110703181000
719,12011,Broward,Coral Springs,Florida,26.271192,-80.27060440000001,0.0,0.0,0.0,1.0,0.0,1.0,120110203132000
